count,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,testing,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_70.started,text_70.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_71.started,text_71.stopped,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_36.started,text_36.stopped,participant,s1,s2,l1,l2,story_listening,play_stories,behavioral,date,expName,psychopyVersion,frameRate,
6,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
7,,,,,,,,,0,7,7,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.37365326611325,None,space,1.0167416729964316,44.37365326611325,None,44.37365326611325,None,44.37365326611325,None,19.054441674845293,20.58576575689949,45.47394822607748,None,45.47394822607748,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio-1578414673.475.wav,0.009705672971904278,None,space,1.4472834321204573,45.47394822607748,None,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
7,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.958612331189215,None,5,1.3533904000651091,47.958612331189215,None,,,,,,,,,,,,,,,,,,,,,,,,,46.95696486509405,None,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28.73319625481963,49.37406614609063,None,space,0.5938689548056573,49.37406614609063,None,49.37406614609063,None,49.37406614609063,None,0.6520607331767678,1.3322460730560124,,,,,,,,,,,,,,50.04074463597499,None,50.04074463597499,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414678.042.wav,0.011917820665985346,None,space,0.6052100551314652,50.04074463597499,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,50.69054970913567,None,space,0.5984884430654347,50.69054970913567,None,50.69054970913567,None,50.69054970913567,None,1.968069511000067,2.6156862201169133,,,,,,,,,,,,,,51.358549799071625,None,51.358549799071625,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414679.359.wav,0.0062652339693158865,None,space,0.5777089667972177,51.358549799071625,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
2,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,52.157710259081796,None,space,0.7833078119438142,52.157710259081796,None,52.157710259081796,None,52.157710259081796,None,3.6193884450476617,6.950291958171874,,,,,,,,,,,,,,53.00824490911327,None,53.00824490911327,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414681.009.wav,0.006197950802743435,None,space,3.2563815619796515,53.00824490911327,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
2,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
3,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,56.34014491713606,None,space,1.1444230109918863,56.34014491713606,None,56.34014491713606,None,56.34014491713606,None,8.169648285023868,10.133157753152773,,,,,,,,,,,,,,57.57464192411862,None,57.57464192411862,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414685.576.wav,0.013588013127446175,None,space,1.8686850329395384,57.57464192411862,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
3,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
4,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,59.508226794190705,None,space,0.7010397179983556,59.508226794190705,None,59.508226794190705,None,59.508226794190705,None,10.902940420201048,12.633729413151741,,,,,,,,,,,,,,60.30784983909689,None,60.30784983909689,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414688.309.wav,0.008549530990421772,None,space,1.638611305039376,60.30784983909689,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
4,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
5,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,62.007338317111135,None,space,0.3758469498716295,62.007338317111135,None,62.007338317111135,None,62.007338317111135,None,13.070214385166764,15.166794520104304,,,,,,,,,,,,,,62.47486472618766,None,62.47486472618766,None,/Users/alexreblando/Documents/GitHub/ebs/fMRI experiment/data/cup_fmri_ebs_wav/recall_audio_2-1578414690.476.wav,0.013174070045351982,None,space,2.011317502008751,62.47486472618766,None,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
5,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
6,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
7,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55849984101951,None,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0419533289969,None,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54164471104741,None,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.04168515605852,None,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.54184565902688,None,cup,0,1,0,1,0,0,0,2020_Jan_07_1130,fmri_ebs,3.2.1,60.098889775030486,
