instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.06943622400012828,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11878954999974667,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10303781699985848,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
3,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11993288200028474,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13367532800020854,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0703207280002971,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
4,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11859954099963943,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11729975799971726,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11867934800011426,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
Questions?,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10291810699982307,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11800409399984346,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10281159999976808,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.06675051699949108,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08401428499928443,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08536506800010102,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08543604999977106,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08624426499955007,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.06972217699967587,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0860456049995264,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10317520100034017,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.36889369300024555,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.3366322800002308,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,0.10304093200011266,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,0.30272403299932193,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,0.2688681360004921,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,0.08585432100062462,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,space,0.8517727500002366,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,2.370007753000209,space,2.0359293219999017,space,1.8364744419995986,space,2.318878837999364,space,0.6862428569993426,space,0.6028925119999258,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1196066249995056,space,1.8007703299999775,space,1.6704642800004876,space,0.8864113619993077,space,0.6356998399996883,space,0.8864172710000275,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1196978920006586,space,0.2699356799994348,space,0.43655062000016187,space,8.036857417000647,space,0.9339765200002148,space,0.6695732549997047,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9527999550000459,space,0.4871814580001228,space,1.7508035669998208,space,1.402784105000137,space,0.5032750979999037,space,0.9029174449997299,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,3.33432928000002,space,2.5199029819996213,space,2.0675781669997377,space,2.1673075250000693,space,3.252705096999307,space,2.619819770000504,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4529997250001543,space,1.5362520119997498,space,15.703797260000101,space,8.95418366300055,space,1.4032114199999342,space,0.7036037730003954,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6525075300005483,space,0.26959536300000764,space,0.4197170819998064,space,1.1197772650002662,space,0.7174936430001253,space,0.45271789000071294,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9531029549998493,space,0.3028595520008821,space,0.367451379999693,space,0.8363631550000719,space,0.6191687399996226,space,0.6363642750002327,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,3.236668876999829,space,1.3864262200004305,space,2.6362959230000342,space,2.1202087450001272,space,1.8862004599995998,space,0.9362867800000458,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5528409469998223,space,0.7535343119998288,space,3.202595260000635,space,1.1031978379996872,space,1.1199176049995003,space,0.7029223700001239,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7366045620001387,space,3.53603891199964,space,2.30076951799947,space,9.034681205000197,space,2.5697639649997654,space,0.6359330370005409,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1668827249995957,space,1.3193921120000596,space,1.6865824799997426,space,2.61928046399953,space,1.1696713280007316,space,0.5859264900000198,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.834144379999998,space,3.0198992149998958,space,1.8698297250002724,space,2.3865131949996794,space,1.9197286749995328,space,1.236076287999822,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do the clients step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,7.986673461999999,space,2.3029202600000644,space,1.3523490669995226,space,2.4031497670002864,space,2.4533291950001512,space,0.7696716800001013,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do the clients step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.40259350500036817,space,1.4030923170003007,space,0.7692386919998171,space,1.2197239850002006,space,1.1529430119999233,space,0.4692467320001015,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do the clients step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061919_p1,001,2019_Jun_19_1719,part1_subjective_segmentation,3.0.4,59.97359578478674,
