instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,key_resp_21.keys,key_resp_21.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,17.27059701998951,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.903322289988864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.170081774995197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.186252908024471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
3,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.219741780019831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.085571913979948,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.620607724995352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
4,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7697740380535834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.652870249992702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.019666390027851,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
Questions?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.092609302024357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.8365110299782827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.069627200020477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.8366727169486694,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1349970149458386,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.752231299993582,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.170396419009194,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.8360472199856304,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7530199980246834,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.536822457972448,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.2853990140138194,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,6.953193383989856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,4.486539880046621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,8.085313394025434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,9.070902929990552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,7.736750142998062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,8.853203149978071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,space,4.019797777989879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.7706390569801442,space,9.770051192026585,space,6.186659250000957,space,6.1867832519928925,space,3.80329685297329,space,3.767405402031727,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.15262317704037,space,9.803650410030968,space,5.934443360019941,space,3.1525124319596216,space,6.620049749966711,space,1.1530128699960187,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.6513624300132506,space,6.004386191023514,space,5.9017793370294385,space,5.652679834980518,space,4.770014590001665,space,0.8028620849945582,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.7535340979811735,space,9.487509860016871,space,7.054008080041967,space,4.63669051497709,space,5.101675889978651,space,0.9029933600104414,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.053030934999697,space,2.0530072919791564,space,2.6698021079646423,space,2.352995880006347,space,1.903748485026881,space,0.6528533130185679,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.45319044200005,space,7.420042325044051,space,7.970424926024862,space,7.553530542005319,space,5.219843549944926,space,0.4197676600306295,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do the clients step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.819889929960482,space,3.034139982017223,space,2.8361737499944866,space,5.537104810005985,space,5.470201794989407,space,0.7024291530251503,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How many checkout lanes are open and which one do the clients step into?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/couples.jpg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What objects do either partner want back?,Does the person being broken up with expect that this is coming?,Who witnesses the breakup?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9037110020290129,space,14.001604509947356,space,7.834618945023976,space,9.80375261802692,space,2.670401578012388,space,0.8030356450472027,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/couples.jpg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What objects do either partner want back?,Does the person being broken up with expect that this is coming?,Who witnesses the breakup?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13341487798606977,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.9695306129870005,,,062719_p3,001,2019_Jun_27_1601,part1_subjective_segmentation,3.0.4,59.92931336686941,
