instruct_text,instruct_text2,rolePic,job,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
,,restaurant_critic.jpg,Restaurant Critic,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,space,0.1348495150450617,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,weddingplanner.jpg,Wedding Planner,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,space,0.10153811401687562,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,matchmaker.jpg,Matchmaker,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,space,0.11875368398614228,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,space,0.11877011903561652,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,space,0.11824077100027353,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
There will be four questions to answer per story.,None,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,space,0.13396174693480134,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,space,0.1352040789788589,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,space,0.13404268003068864,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"Before reading the stories, you will learn the questions associated with each career perspective in order to help you answer them. ",None,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,space,0.11843207792844623,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
You will have to try to learn these questions with a series of pre-task quizzes.,None,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,space,0.11795741808600724,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"Once the story-reading task has begun, remember your answers to the questions for each story.",None,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,space,0.134916357928887,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
"Again, you will be asked about the answers to these questions for each story at end of the experiment. ",None,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,space,0.18394380598329008,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
Press the space bar to begin learning the perspectives and the questions for each one.,None,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,space,0.3018342520808801,,,,,,,,,,,,,,,,001,2018_Dec_13_1357,part1,60.2769408435072,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13369042903650552,space,0.550937224063091,space,0.2847017690073699,space,0.4845728640211746,space,0.5178452649852261,space,0.7688221459975466,,,,,,
