count,storyText,locationEvent,socialEvent,story,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.169332955032587, ,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
1,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10302964691072702,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
2,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08616347599308938,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
3,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10291484300978482,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
4,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.06943815993145108,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
5,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10071302996948361,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
6,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.25292325706686825,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.36731994699221104,,,,,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.219897595001385,space,0.9340218199649826,,,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,"In this last part of the experiment, please answer 8 questions about each story.",,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5368461969774216,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,Some of the questions are not related to the perspective you were asked to assume.,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4506161200115457,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,"We realize that we did not tell you to think of these questions during the story, but please do your best to answer them.",,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9029742119600996,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5362937599420547,,,,,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6026709550060332, ,primed first,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8031972600147128,,primed first,,,,,,,,',001,2019_Jun_16_1952,body_behavioural,3.0.4,59.96989237148691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6193705369951203,,,,,,,,,,,,,,,,
