instruct_text,this_pic,rolePic,job,instruct_text2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,space,0.2031169130004855,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,space,0.23619222399975115,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,space,0.16949222499897587,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,space,0.17106611500094004,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,space,0.2027541770003154,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,space,0.18583778699940012,,,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,space,0.15323893000095268,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,space,0.23658169400005136,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,space,0.20298013599858677,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,space,0.16975493199970515,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,space,0.20090626799901656,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,space,0.18665567900097813,,,,,,,,,,,,,',001,2019_Feb_12_1627,part1_subjective_segmentation,3.0.3,59.96061079588594,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.020154682000793,space,0.21915787500074657,space,0.3031122170013987,space,0.15304493499934324,space,0.10279753699978755,space,0.43640625800071575,,,,,,,
