instruct_text,instruct_text2,thisRole,roleName,rolePic,thisQuestion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,frameRate,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,space,0.13525085400033277,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,0,10,10,10,,,,,,,,,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,space,0.13550932600628585,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,0,11,11,11,,,,,,,,,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,space,0.09053974000562448,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,space,0.6519812979968265,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,space,0.31672033900395036,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,space,0.41620126301131677,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,space,0.41860433500551153,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,,,,,,0,0,0,0,,,,,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,space,2.3531813910085475,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,space,0.3350662720040418,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,space,0.3846733659884194,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,space,0.40055227700213436,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,space,0.4175112640077714,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,,,,,,0,1,1,1,,,,,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,space,1.7836399630032247,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,space,0.1676397560077021,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,space,0.11714668400236405,1,001,2018_Nov_05_1701,part1,59.77893998954825,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,,,1,001,2018_Nov_05_1701,part1,59.77893998954825,
