instruct_text,instruct_text2,thisRole,roleName,rolePic,thisQuestion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,participant,session,date,expName,frameRate,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,0,0,0,0,0,0,0,0,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,space,0.45086127100512385,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,0,0,0,0,0,1,1,1,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,space,0.2354272420052439,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,0,0,0,0,0,2,2,2,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,space,0.2840751579933567,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,3: What is the response to the proposed deal? ,,,,,0,0,0,0,0,3,3,3,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,space,0.3521791899984237,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"4: What comes about from the business proposal?
",,,,,0,0,0,0,0,4,4,4,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,,,,,,0,0,0,0,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,space,0.2345550479949452,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,-,,,,,0,1,1,1,0,0,0,0,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,space,0.3337115489994176,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"1: How is the restaurant decorated?
",,,,,0,1,1,1,0,1,1,1,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,space,0.16765179700450972,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"2: What are the menus like?
",,,,,0,1,1,1,0,2,2,2,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,space,0.16838088700023945,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"3: What do the clients order?
",,,,,0,1,1,1,0,3,3,3,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,space,0.3852418329915963,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,"4: How do the clients like the food?
",,,,,0,1,1,1,0,4,4,4,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_rc.xlsx,Restaurant Critic,restaurant_critic.jpg,,,,,,0,1,1,1,,,,,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,space,0.5180478080001194,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,-,,,,,1,0,2,0,0,0,0,0,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,space,0.1527031769946916,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"1: What industry are the business people in?
",,,,,1,0,2,0,0,1,1,1,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,space,0.13540189199557062,1,001,2018_Nov_05_1655,part1,59.86829705480516,
,,q_br.xlsx,Business Reporter,business_reporter.jpg,"2: What is being negotiated and how much money is at stake?
",,,,,1,0,2,0,0,2,2,2,,,,,1,001,2018_Nov_05_1655,part1,59.86829705480516,
