instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,space,0.33626005199994324,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,space,0.31979863200001546,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,space,0.3504789799999344,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,space,0.3198497299999872,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,space,0.2860859329999812,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,space,0.5510365889999775,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,space,0.3506667449998986,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,space,0.4362451450000435,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,space,0.35072350199993707,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,space,0.30275956700006645,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,space,0.28634373199997754,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,0,0,0,0,,,,,,,space,0.23627906199999416,space,0.20322079700008544,space,0.2031533680000166,space,0.18435930000009648,space,0.16942760499989618,space,0.20285599999999704,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,1,0,1,0,,,,,,,space,0.28656324999997196,space,0.2860141719999092,space,0.2530633650000027,space,0.18622166000000107,space,0.20342873000004147,space,0.2695739279999998,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,2,0,2,0,,,,,,,space,0.3697774299999992,space,0.20283235499994134,space,0.12000513500004217,space,0.10308398500001204,space,0.10019510999995873,space,0.11962627200000497,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,3,0,3,0,,,,,,,space,0.2362133100000392,space,0.1195753169999989,space,0.1008006250000335,space,0.11958608000009008,space,0.2695409220000329,space,0.16959817500003282,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,4,0,4,0,,,,,,,space,0.2528754920000438,space,0.16996053500008657,space,0.10296863700000358,space,0.11925221199999214,space,0.11967948699998487,space,0.13603158800003712,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_12_1254,part1_subjective_segmentation,3.0.3,59.78260414696005,
