instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3201532100001714,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3212023030000637,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3856194999998479,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4535310470000695,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4858647949999977,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
You’ll become acquainted with these perspectives more in the following pre-task quizzes where you’ll learn the questions associated with each perspective. ,,,,(press space to continue),,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6537904400001935,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
You’ll first go through all four questions for each perspective. ,,,,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3529862969999158,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
"Then, you’ll indicate the order in which you saw the questions during the quiz by pressing the number in front of the question. ",,,,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,0.25299772500011386,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
"If you indicate the wrong question during the quiz, you’ll restart the learning.",,,,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16989938200003962,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
"After you’ve passed the learning for each perspective, you’ll have a round of final quizzes. ",,,,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,0.17045763799978886,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
Press the space bar to begin the quizzes. ,,,,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,space,0.20294247500032725,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.16979829199999585,space,0.8029956099999254,space,0.3358151719999114,space,0.18371862000003603,space,0.1536719349996929,space,0.2027671329997247,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/matchmaker.jpg,,,"Who notices whom first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.45037416299965116,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
,,,,,,,,,,,,Good job! You’ve finished the pre-task quizzes. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.936062791999575,',001,2019_Feb_21_1159,part1_subjective_segmentation,3.0.4,59.80868111998884,
