instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,space,0.10290078499997435,,,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,space,0.10295907500000112,,,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,space,0.08600961299998744,,,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,space,0.18639424500003088,,,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,space,0.20295183299998598,,,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,space,0.2532006600000045,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,space,0.3364409370000203,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,space,0.33633691299996826,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,space,0.36974660300001005,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,space,0.5531200429999785,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,space,0.4172446780000314,,,,,,,,,,,,,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,space,0.3697226919999821,space,0.31956523499997047,space,0.35311483300000646,space,0.2840174649999767,space,0.3031044649999899,space,0.4673292830000264,01,001,2019_Feb_12_1244,part1_subjective_segmentation,3.0.3,59.9193586097517,
