instruct_text,this_pic,rolePic,job,instruct_text2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,space,0.5197447020000254,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,space,0.5197056669999256,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,space,0.3691235369999504,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,space,0.2700789519999489,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,space,0.21947178699997494,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,space,0.21962468999981866,,,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,space,0.2364483400001518,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,space,0.26977138500001274,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,space,0.1697405649999837,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,space,0.20077933500010658,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,space,0.20065390199988542,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,space,0.2029357549999986,,,,,,,,,,,,,',001,2019_Feb_12_1308,part1_subjective_segmentation,3.0.3,59.955675967907645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4033043300000827,space,0.3191544020000947,space,0.32001287699995373,space,0.20256881699992846,space,0.3005046319999565,space,0.45248102199980167,,,,,,,
