count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,from whom,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,frameRate,
0,"When the flight attendant came by, he ordered a glass of champagne to celebrate.",4,4,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,9,0.00024651200510561466,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,,,,0,1,1,1,0,0,0,0,,,,,,,,space,0.6344221899926197,space,0.3180657319899183,space,0.5349799879768398,,,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon and Carina noticed each other as they walked into the grocery store at the same time, their carts nearly colliding as they squeezed into the entrance.",1,1,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,1,0.7687085589859635,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"They were both new to the Boston area, and this was their first time in this store. ",1,1,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,9,0.13544595998246223,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"It kind of looked like a large warehouse, with high unfurnished ceilings, industrial lights, and large packages of food. ",1,1,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,9,0.10163550599827431,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"They went off along separate routes, but soon ended up back together in the meat section. ",2,1,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,1,0.0016683879948686808,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"They were both preparing for barbecues, so they were looking over the same cuts of meat. ",2,1,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,9,0.04987615501158871,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon really wanted to talk to Carina, and Carina really wanted to say something to Simon, but they felt embarrassed striking up a conversation with a stranger.",2,1,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,1,0.050692199991317466,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Carina suddenly turned to Simon and, pointing at a Cornish hen, asked, “Isn’t this meat cute?”",2,2,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,9,0.018496442993637174,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"He laughed, and said, “It is very cute.",2,2,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,1,0.035505840001860633,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Probably the younger brother of this guy,” and he picked up a regular-sized chicken.",2,2,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,9,0.0019286620081402361,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"“Unlucky family,” she responded. ",2,2,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,9,0.11841845902381465,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,They continued to chat as they picked out their groceries.,2,2,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,9,0.13576659202226438,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon helped Carina pick out the best ribs and his personal favorite barbeque sauce, and she helped him gather the  peppers, onions, and spices for a vegetable kabob she recommended.",2,2,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,9,3.1702453939942643,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"When they were both finished shopping, they went to the checkout area.",3,2,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,1,0.035612478997791186,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon was disappointed to see that the lines were short, since he had been hoping for an excuse to spend more time with Carina.",3,2,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,9,0.05099246301688254,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"They had real chemistry, and both of them could definitely see a future together despite having just met.",3,2,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,1,0.05113611099659465,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"“So you haven’t been around the city much?”, Simon asked. ",3,2,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,9,0.034440644987626,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"“No, not really.",3,2,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,1,0.1014979229948949,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,I’ve mainly been working and setting up my apartment.”,3,2,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,9,0.014547721017152071,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon asked her, “Ok well, if you’d like I could pick you up next weekend, and we could go around Harvard Square and get dinner.",3,3,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,1,0.10272434598300606,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"There are a lot of great places around there, and it’s really nice during the summer.",3,3,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,9,0.10667552999802865,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,The Harvard campus is also beautiful.” ,3,3,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,9,0.13293695999891497,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Carina smiled, “I’d love to: that sounds great!”",3,3,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,1,0.019375337986275554,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"She quickly entered her number in his phone, since they only had to wait a couple minutes in line.",3,3,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,9,0.035210113011999056,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,Then it was her turn to check out with the cashier. ,4,3,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,1,0.1689475459861569,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Simon, wanting to make a gesture of his affection, lifted up the divider on the conveyor belt and said to the cashier, “Actually these are together.",4,3,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,1,0.06855986098526046,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Carina, I’ve got it.",4,3,0,1,1,1,,,,,0,25,25,25,,,,,,,,,,9,0.00028658300288952887,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,This was kind-of a date today.”,4,3,0,1,1,1,,,,,0,26,26,26,,,,,,,,,,9,0.13626493801712058,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,Carina blushed and laughed; she thought this was ridiculous but also very sweet. ,4,3,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,9,0.13692928201635368,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"The cashier rolled her eyes when they weren’t looking, and she scanned the rest of his items. ",4,3,0,1,1,1,,,,,0,28,28,28,,,,,,,,,,9,0.10224498499883339,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"The total came to $120, and he paid with his credit card.",4,3,0,1,1,1,,,,,0,29,29,29,,,,,,,,,,1,0.0017431689775548875,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"Carina thanked him, and they took the groceries and walked out.",4,3,0,1,1,1,,,,,0,30,30,30,,,,,,,,,,9,0.10069226901396178,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"As they were walking towards the exit, Carina reluctantly said goodbye since she was running late for the barbeque she was hosting that afternoon.",4,4,0,1,1,1,,,,,0,31,31,31,,,,,,,,,,1,0.017032144009135664,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,"They hugged and parted ways, stealing glances at each other as they both walked back to their cars.",4,4,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,9,0.019319957005791366,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_26_1102,body_behavioural,60.01576086316237,
