instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,space,0.1028469880038756,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,space,0.06805147400154965,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,space,0.10049640099896351,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,space,0.10172711000632262,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,space,0.08594247600558447,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,space,0.11825548700289801,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,space,0.1180591749944142,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
There will be four questions to answer per story.,None,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,space,0.11920278899924597,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,space,0.11677979600062827,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,space,0.13415469500614563,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"Before reading the stories, you will learn the questions associated with each career perspective in order to help you answer them. ",None,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,space,0.13504194000415737,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
You will have to try to learn these questions with a series of pre-task quizzes.,None,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,space,0.15043713499471778,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"Once the story-reading task has begun, remember your answers to the questions for each story.",None,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,space,0.30144839900458464,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
"Again, you will be asked about the answers to these questions for each story at end of the experiment. ",None,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,space,0.3019953569964855,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
Press the space bar to begin learning the perspectives and the questions for each one.,None,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,space,0.2515470569996978,,,,,,,,,,,,,,,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
,,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,0,0,0,4,0,0,0,0,,,,,space,0.16750283200235572,space,0.3847549650017754,space,0.1352928950000205,space,0.668103695003083,space,0.28429837500152644,space,0.46884765699360287,',001,2019_Jan_31_1721,part1_subjective_segmentation,59.99779640088276,
