instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.087143244978506,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.152818389993627,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.686180269985925,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0505088700447232,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
3,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5529805799596943,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.303169296006672,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,3.2009369900333695,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
4,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.9343830359866843,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,5.236045504978392,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.559836109983735,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
Questions?,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.7507582409889437,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,space,0.870176361000631,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,space,0.7342665500473231,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,space,0.6173683950328268,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.519291096017696,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,space,0.4507572209695354,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,space,0.36990099999820814,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,space,0.31968903000233695,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,space,0.3195688050473109,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,space,0.3199616780038923,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,space,0.4531427519978024,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,space,796.1812132439809,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,space,0.8699723579920828,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,space,1.8531324270297773,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,space,1.9034074200317264,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,space,0.7360753789544106,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,space,9.203899909975007,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,space,0.6530639409902506,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,space,72.94168070302112,space,1.3701022370369174,space,1.3171480149612762,space,1.4706889279768802,space,1.4196313749998808,space,1.8200890449807048,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when (s)he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,0,,,,,,,,,,,,,space,0.6649678680114448,space,8.103587090037763,space,2.486443862959277,space,2.569822799996473,space,1.7197577900369652,space,2.0200215199729428,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when (s)he first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,0,0,0,0,,,,,,,,,,,,,space,0.46861123898997903,space,1.5363268930232152,space,1.8205986929824576,space,1.5007855729782023,space,1.6528565409826115,space,1.1536190689657815,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,0,0,0,,,,,,,,,,,,,space,0.30064396699890494,space,5.386437685985584,space,2.1198436730192043,space,2.003510440001264,space,2.0006456910050474,space,1.5697925739805214,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,0,0,0,0,,,,,,,,,,,,,space,0.452924580022227,space,0.4029402200249024,space,1.687005890009459,space,1.4029708779999055,space,1.7203689229791053,space,2.103200445009861,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,jobphotos/dean.jpg,,"What is the lecture hall like?
","What class are the students in and what is the day’s lecture about?
","What is something taught in lecture?
",What is the next assessment/assignment in class and when is it scheduled/due?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_14_1153,part1_subjective_segmentation,3.0.4,60.001887426478085,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4196871249587275,space,2.9191969099920243,space,76.39208394498564,space,21.054498657002114,space,1.4866464899969287,space,1.3864913420402445,,,,,,,
