count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,question1_correct_perspective,question2_correct_perspective,question3_correct_perspective,question4_correct_perspective,participant,session,date,expName,frameRate,
0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,K,,,space,0.6851881940383464,K,K,K,K,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,R,,,space,1.3352326389867812,J,;,F,R,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
2,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,Gb,,,space,1.0170554060023278,F,F,Bg,Gb,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
3,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,K,,,space,1.2690204519312829,Gk,K,K,K,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
4,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,K,,,space,1.1690726960077882,K,K,K,K,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
5,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,K,,,space,0.7349335959879681,Kk,K,K,K,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
6,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,Db,,,space,0.5682673649862409,K,K,Kkk,Db,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
7,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,F,,,space,1.0846154990140349,Fg,V,V,F,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
8,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,F,,,space,0.8518398460000753,Ff,F,F,F,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
9,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,G,,,space,0.5186561830341816,Fgh,G,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
10,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,G,,,space,0.6508341069566086,Gg,G,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
11,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,G,,,space,0.602122167008929,Gg,Gg,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
12,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,space,0.7850729388883337,,G,G,,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
13,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,G,,,space,0.48477007600013167,Gg,G,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
14,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,G,,,space,0.6181975899962708,G,G,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
15,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,G,,,space,0.5521914459532127,Gg,G,G,G,444,001,2019_Jan_15_1218,body_behavioural,59.71257520261764,
