instruct_text,this_pic,rolePic,job,instruct_text2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,space,1.2200564899994788,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,space,1.0026542319992586,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,space,0.902959250001004,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,space,0.836701610000091,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,space,0.7702800169990951,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,space,0.8201477129987325,,,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,space,1.9198037070000282,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,space,1.7527997549987049,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,space,1.7864013430007617,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,space,0.4868365900001663,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,space,0.40293785499852675,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,space,0.33609708799849614,,,,,,,,,,,,,',001,2019_Feb_13_1157,part1_subjective_segmentation,3.0.3,60.176941751721714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8705020400011563,space,1.2029886519994761,space,0.6197446480000508,space,1.066860180000731,space,1.6865242880012374,space,0.9861603050012491,,,,,,,
