instruct_text,instruct_text2,rolePic,job,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,frameRate,
,,restaurant_critic.jpg,Restaurant Critic,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,space,0.13497579703107476,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,space,0.1511713449144736,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,space,0.1352228819159791,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
There will be four questions to answer per story.,None,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,space,0.18412916699890047,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,space,0.1350444029085338,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,space,0.23502222902607173,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"Before reading the stories, you will learn the questions associated with each career perspective in order to help you answer them. ",None,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,space,0.1516677300678566,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
You will have to try to learn these questions with a series of pre-task quizzes.,None,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,space,0.11792528897058219,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"Once the story-reading task has begun, remember your answers to the questions for each story.",None,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,space,0.16592204303015023,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
"Again, you will be asked about the answers to these questions for each story at end of the experiment. ",None,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,space,0.05213066202122718,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
Press the space bar to begin learning the perspectives and the questions for each one.,None,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,space,0.584253023029305,,,,,,,,,,,,,,,,001,2018_Dec_13_1421,part1,59.99097171602418,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13354331196751446,space,0.11836506298277527,space,0.1847345110727474,space,0.1681299959309399,space,0.36847815790679306,space,0.5683346199803054,,,,,,
