count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1522501330000523,,,,,,,,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,There is no time limit for your responses. ,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.15246809000018402,,,,,,,,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16922573300143995,,,,,,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31768212699899,space,0.35298880499976804,,,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,The next part of the task is to answer 8 questions about each story.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.38387277199944947,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,Some of the questions are not related to the perspective you were asked to assume.,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.152642969000226,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,"We realize that we did not tell you to think of these questions during the story, but do your best to answer them.",,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1359963319991948,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1526980580001691,,,,,,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11918488999981491,,   ,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.31933052400017914,,,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.36725187999945774,,,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.35314216000006127,, ,primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3532685850004782,, ,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.35264051999911317,,,primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3355839619998733,,,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.35264789999928325,, ,non-primed first,,,,,,,,,,,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.07988037399991,space,1.7201245200012636,GERBIL,001,2019_Feb_13_1225,body_behavioural,3.0.3,59.78489407036287,
