instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,frameRate,
,,matchmaker.jpg,Matchmaker,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,space,0.1520785529864952,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,space,0.15042718598851934,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,dean.jpg,Dean of Academic Studies,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,space,0.13496139599010348,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,business_reporter.jpg,Business Reporter,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,space,0.15172106900718063,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
"In addition, your task will be to answer job-related questions.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,space,0.15288709101150744,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
There are four question per job.,None,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,space,0.16858921499806456,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
You will have to try to memorize these questions and then remember your answers to the questions.,None,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,space,0.16858736000722274,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
You will be asked about the answers to these questions at end of the experiment. ,None,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,space,0.151863470004173,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
"In order to help you memorize the questions, there will be a short quiz on them before the actual task begins.",None,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,space,0.18401486100628972,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
"In addition, before each story, there will be a reminder of what these questions are.  ",None,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,space,0.16747561199008487,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
Press the space bar to begin learning the jobs and the questions for each one.,None,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,space,0.13380890700500458,,,,,,,,,,,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,0,0,5,0,0,0,0,,,,,space,0.13522328899125569,space,0.35012112799449824,space,0.0019185309938620776,space,0.45106871699681506,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,0,0,5,1,0,1,0,,,,,space,1.8526250300055835,space,0.5686481380253099,space,0.5024428289907519,space,0.6025706120126415,1,001,2018_Nov_12_1629,part1,59.9460107077744,
,,gscem.jpg,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,0,0,0,5,2,0,2,0,,,,,space,1.0513190199853852,space,0.35241098000551574,space,0.6515123739955015,space,0.9010066839982755,1,001,2018_Nov_12_1629,part1,59.9460107077744,
